order_id;checkout_id;brand_id;retailer_id;order_amount;has_discount;fees_percentage;payment_cost_percentage;shipping_cost_euro;net_margin;is_profitable
1442;385;262;569;121.8;0;0.15;0.05;14.17;-1.99;0
1762;516;262;1348;121.8;0;0.15;0.05;14.17;-1.99;0
1689;812;262;1775;122.4;0;0.15;0.05;14.17;-1.93;0
7487;2562;463;180;138.24;0;0.15;0.05;14.17;-0.346;0
8292;2010;1025;3336;194.66;0;0.15;0.05;14.17;5.296;1
7689;1925;1025;4581;139.14;0;0.15;0.05;14.17;-0.256;0
10050;3486;984;6105;367.66;0;0.15;0.05;14.14;22.626;1
5106;1488;830;1298;327.93;0;0.15;0.05;14.12;18.673;1
1228;629;53;1646;117.72;0;0.15;0.05;14.1178738;-2.3458738;0
1130;603;211;1234;225.22;0;0.15;0.05;14.11;8.412;1
10035;3008;587;2265;177.05;0;0.15;0.05;14.11;3.595;1
8740;3115;643;6050;227.4;0;0.15;0.05;14.08;8.66;1
1681;807;277;2014;136.74;100;0.05;0.05;14.0787342;-114.0787342;0
6137;2361;202;5108;272;0;0.15;0.05;14.0633989;13.1366011;1
8033;2519;25;2177;563.28;0;0.15;0.05;14.03;42.298;1
8938;3173;25;2321;373.97;0;0.15;0.05;14.03;23.367;1
5237;2023;25;4682;213.82;0;0.15;0.05;14.03;7.352;1
9134;3181;25;6119;137.84;0;0.15;0.05;14.03;-0.246;0
6555;2323;801;1875;277.44;0;0.15;0.05;14.03;13.714;1
7812;22;1029;96;288;0;0.15;0.05;14.03;14.77;1
7982;2591;1029;4757;192;0;0.15;0.05;14.03;5.17;1
9447;3342;1029;6340;192;0;0.15;0.05;14.03;5.17;1
7187;3120;85;184;129.6;0;0.15;0.05;14.02;-1.06;0
1724;816;222;2022;274.8;0;0.15;0.05;14.02;13.46;1
7858;1813;1025;691;109.2;0;0.15;0.05;14.02;-3.1;0
8022;2544;1025;5329;114.12;0;0.15;0.05;14.02;-2.608;0
7884;2855;1025;5588;109.99;0;0.15;0.05;14.02;-3.021;0
10105;3411;72;6359;206.4;0;0.15;0.05;14;6.64;1
1522;741;95;1598;304.52;100;0.05;0.05;14;-114;0
2331;1065;95;2554;226.32;100;0.05;0.05;14;-114;0
11395;3877;342;6944;144;0;0.15;0.05;14;0.4;1
1144;584;350;1517;177.12;100;0.05;0.05;14;-114;0
6617;2404;598;5134;140;0;0.15;0.05;14;0;0
6557;2323;601;1875;159.48;0;0.15;0.05;14;1.948;1
7898;2863;601;5711;165.18;100;0.05;0.05;14;-114;0
11383;3877;601;6944;170.28;0;0.15;0.05;14;3.028;1
11925;3450;663;2735;136.05;0;0.15;0.05;14;-0.395;0
9865;1324;984;3215;103.88;0;0.15;0.05;14;-3.612;0
9010;3132;984;5243;159.8;0;0.15;0.05;14;1.98;1
2134;863;344;2102;139.2;0;0.15;0.05;13.99;-0.07;0
5579;1329;697;1775;142.8;0;0.15;0.05;13.99;0.29;1
7612;786;1014;1960;119;0;0.15;0.05;13.99;-2.09;0
8276;2969;1014;5414;142.8;0;0.15;0.05;13.99;0.29;1
9402;2446;1069;2412;104.64;0;0.15;0.05;13.99;-3.526;0
11983;3450;1196;2735;204.24;0;0.15;0.05;13.99;6.434;1
4658;1659;211;4181;383.59;0;0.15;0.05;13.98;24.379;1
2245;1027;369;2433;361.26;0;0.15;0.05;13.95;22.176;1
1905;204;420;319;364.8;0;0.15;0.05;13.9;22.58;1
1784;865;420;1729;156;0;0.15;0.05;13.9;1.7;1
1981;894;420;1729;126;0;0.15;0.05;13.9;-1.3;0
11146;3833;1040;6184;245.7;0;0.15;0.05;13.89;10.68;1
5429;1972;818;3727;205;0;0.15;0.05;13.85;6.65;1
11142;3829;727;6889;116;0;0.15;0.05;13.8309443;-2.2309443;0
9826;3449;1015;6432;125.28;0;0.15;0.05;13.83;-1.302;0
6541;2464;748;35;132;0;0.15;0.05;13.8252705;-0.6252705;0
6474;2369;663;149;114.12;0;0.15;0.05;13.8;-2.388;0
955;136;188;180;114.58;0;0.15;0.05;13.7708256;-2.3128256;0
5294;2036;23;4700;106.2;0;0.15;0.05;13.75;-3.13;0
568;292;27;905;102;0;0.15;0.05;13.75;-3.55;0
11385;2819;27;1775;114;0;0.15;0.05;13.75;-2.35;0
5852;2263;31;1238;205.75;100;0.05;0.05;13.75;-113.75;0
5156;1960;31;4617;226.3;100;0.05;0.05;13.75;-113.75;0
5270;2031;31;4696;205.75;100;0.05;0.05;13.75;-113.75;0
5317;2043;31;4705;281.19;100;0.05;0.05;13.75;-113.75;0
535;285;56;892;147;100;0.05;0.05;13.75;-113.75;0
1879;817;56;2022;103.5;0;0.15;0.05;13.75;-3.4;0
10630;2307;56;2022;100;0;0.15;0.05;13.75;-3.75;0
5304;1350;69;550;197;100;0.05;0.05;13.75;-113.75;0
2206;619;83;1529;196.56;0;0.15;0.05;13.75;5.906;1
7503;921;135;17;133.2;0;0.15;0.05;13.75;-0.43;0
4073;1152;135;2432;102.66;0;0.15;0.05;13.75;-3.484;0
1033;497;197;1010;133.68;0;0.15;0.05;13.75;-0.382;0
974;529;197;1159;183.6;0;0.15;0.05;13.75;4.61;1
5922;2282;197;1414;360.24;0;0.15;0.05;13.75;22.274;1
11717;3518;197;1414;120.72;0;0.15;0.05;13.75;-1.678;0
9509;1926;197;1527;260.64;0;0.15;0.05;13.75;12.314;1
2413;1108;197;2105;162.96;0;0.15;0.05;13.75;2.546;1
6437;2434;197;5212;270;100;0.05;0.05;13.75;-113.75;0
4060;1652;202;184;100;0;0.15;0.05;13.75;-3.75;0
1004;367;209;784;112.55;0;0.15;0.05;13.75;-2.495;0
937;516;225;1348;127.37;100;0.05;0.05;13.75;-113.75;0
10530;3654;225;6722;121.85;100;0.05;0.05;13.75;-113.75;0
1956;763;268;164;162;0;0.15;0.05;13.75;2.45;1
7434;932;268;164;214.2;0;0.15;0.05;13.75;7.67;1
965;292;268;905;121.74;0;0.15;0.05;13.75;-1.576;0
8339;2575;268;1263;136.86;0;0.15;0.05;13.75;-0.064;0
5949;1339;268;1673;183.6;0;0.15;0.05;13.75;4.61;1
10619;3529;268;2824;158.64;0;0.15;0.05;13.75;2.114;1
4983;1880;268;3990;124.32;0;0.15;0.05;13.75;-1.318;0
5904;2273;268;5001;124.1;0;0.15;0.05;13.75;-1.34;0
6578;2387;273;1539;205.2;0;0.15;0.05;13.75;6.77;1
5520;1689;273;4213;205.2;0;0.15;0.05;13.75;6.77;1
2711;1235;308;1294;168;0;0.15;0.05;13.75;3.05;1
5495;2098;308;1463;216;0;0.15;0.05;13.75;7.85;1
8780;1854;308;1999;210;0;0.15;0.05;13.75;7.25;1
9822;3444;308;6435;168;0;0.15;0.05;13.75;3.05;1
1055;573;310;557;176.4;0;0.15;0.05;13.75;3.89;1
9052;3208;320;6173;232.8;0;0.15;0.05;13.75;9.53;1
9611;390;370;668;114.32;0;0.15;0.05;13.75;-2.318;0
1447;636;376;1609;202.56;0;0.15;0.05;13.75;6.506;1
2467;1096;376;2278;204.6;0;0.15;0.05;13.75;6.71;1
2894;1259;391;149;242.76;0;0.15;0.05;13.75;10.526;1
2340;993;401;1555;110.2;0;0.15;0.05;13.75;-2.73;0
1576;678;401;1685;105;0;0.15;0.05;13.75;-3.25;0
1565;762;401;1923;101.35;100;0.05;0.05;13.75;-113.75;0
1723;818;401;2027;157.4;100;0.05;0.05;13.75;-113.75;0
1726;821;401;2035;101;100;0.05;0.05;13.75;-113.75;0
1869;887;401;2131;104;100;0.05;0.05;13.75;-113.75;0
2224;1011;401;2452;108;0;0.15;0.05;13.75;-2.95;0
8243;2957;401;3619;116.4;100;0.05;0.05;13.75;-113.75;0
1867;654;434;160;126.78;0;0.15;0.05;13.75;-1.072;0
2888;619;519;1529;108;0;0.15;0.05;13.75;-2.95;0
8846;3142;550;371;123;0;0.15;0.05;13.75;-1.45;0
5167;1946;575;4597;177.62;0;0.15;0.05;13.75;4.012;1
8039;2519;594;2177;294;100;0.05;0.05;13.75;-113.75;0
5410;2020;594;4421;180.48;100;0.05;0.05;13.75;-113.75;0
5384;2069;594;4746;223.68;100;0.05;0.05;13.75;-113.75;0
10685;3697;594;6761;273.6;100;0.05;0.05;13.75;-113.75;0
6415;639;656;1667;105;0;0.15;0.05;13.75;-3.25;0
7245;961;656;2265;175;0;0.15;0.05;13.75;3.75;1
4723;1823;656;4183;140;0;0.15;0.05;13.75;0.25;1
7021;2606;656;5396;175;0;0.15;0.05;13.75;3.75;1
9567;3353;673;781;112.8;0;0.15;0.05;13.75;-2.47;0
3820;1518;673;3792;105.3;0;0.15;0.05;13.75;-3.22;0
5530;1765;673;4347;166;0;0.15;0.05;13.75;2.85;1
10504;3648;673;6613;127.7;0;0.15;0.05;13.75;-0.98;0
6484;1708;713;268;126;0;0.15;0.05;13.75;-1.15;0
4298;1624;723;3317;128.04;0;0.15;0.05;13.75;-0.946;0
3740;1462;723;3580;123.6;0;0.15;0.05;13.75;-1.39;0
4898;1824;815;149;151.5;0;0.15;0.05;13.75;1.4;1
5235;2022;875;4683;126.72;0;0.15;0.05;13.75;-1.078;0
6476;2369;959;149;136.8;0;0.15;0.05;13.75;-0.07;0
6482;1708;959;268;136.8;0;0.15;0.05;13.75;-0.07;0
10208;3565;959;1041;148.2;0;0.15;0.05;13.75;1.07;1
9020;1148;959;2280;136.8;0;0.15;0.05;13.75;-0.07;0
10758;3719;1094;6718;106.13;0;0.15;0.05;13.75;-3.137;0
9261;3266;1110;1259;139.86;0;0.15;0.05;13.75;0.236;1
10571;3650;1110;6707;186.48;0;0.15;0.05;13.75;4.898;1
10801;3730;1110;6802;186.48;0;0.15;0.05;13.75;4.898;1
10663;3691;1146;4509;274.8;100;0.05;0.05;13.75;-113.75;0
4989;1419;349;2079;109.5;0;0.15;0.05;13.73;-2.78;0
5467;2092;846;4770;144;0;0.15;0.05;13.72;0.68;1
9433;3334;570;5120;187.5;0;0.15;0.05;13.7110521;5.0389479;1
6160;994;984;2348;232.02;0;0.15;0.05;13.71;9.492;1
11637;3252;907;1057;112.98;0;0.15;0.05;13.7046964;-2.4066964;0
4881;1861;3;200;1628.05;0;0.15;0.05;13.7;149.105;1
7489;921;685;17;105;0;0.15;0.05;13.7;-3.2;0
1705;687;306;1737;113.94;0;0.15;0.05;13.66;-2.266;0
7045;680;871;1269;121.2;0;0.15;0.05;13.66;-1.54;0
8100;2563;957;1463;207.19;0;0.15;0.05;13.6531222;7.0658778;1
10904;1333;912;3056;231.84;0;0.15;0.05;13.6389839;9.5450161;1
8564;3069;377;5991;100.8;0;0.15;0.05;13.62;-3.54;0
11041;3648;434;6613;122.02;0;0.15;0.05;13.6128004;-1.4108004;0
7601;1241;512;979;200;0;0.15;0.05;13.61;6.39;1
7366;2703;512;1967;151;0;0.15;0.05;13.61;1.49;1
5766;2171;512;2011;122.4;0;0.15;0.05;13.61;-1.37;0
6966;2103;512;4757;168;0;0.15;0.05;13.61;3.19;1
1468;724;257;230;168.8;100;0.05;0.05;13.6;-113.6;0
1258;505;355;1233;110.95;0;0.15;0.05;13.6;-2.505;0
3026;928;420;797;400.8;0;0.15;0.05;13.6;26.48;1
3531;735;683;514;112;0;0.15;0.05;13.57;-2.37;0
7929;2246;683;514;184;0;0.15;0.05;13.57;4.83;1
7044;680;683;1269;104;0;0.15;0.05;13.57;-3.17;0
7999;972;683;2095;104;0;0.15;0.05;13.57;-3.17;0
5933;2287;683;4657;128;0;0.15;0.05;13.57;-0.77;0
7837;987;826;2342;168;0;0.15;0.05;13.56;3.24;1
6416;2427;909;1232;162;100;0.05;0.05;13.56;-113.56;0
1328;676;111;1057;108.98;0;0.15;0.05;13.55;-2.652;0
2939;723;111;1673;113.01;0;0.15;0.05;13.55;-2.249;0
7064;1241;523;979;151.8;0;0.15;0.05;13.55;1.63;1
10454;3373;29;6366;141.6;0;0.15;0.05;13.5;0.66;1
8574;2604;325;902;129;0;0.15;0.05;13.5;-0.6;0
5533;1765;325;4347;294;0;0.15;0.05;13.5;15.9;1
5762;2171;924;2011;122.21;0;0.15;0.05;13.5;-1.279;0
11015;3951;1001;5689;457.4;0;0.15;0.05;13.5;32.24;1
9720;2914;345;1865;212.85;0;0.15;0.05;13.45;7.835;1
7123;2629;410;5440;232.95;0;0.15;0.05;13.45;9.845;1
8310;2984;643;1638;235;0;0.15;0.05;13.45;10.05;1
3673;1550;347;3251;124.8;0;0.15;0.05;13.4395511;-0.9595511;0
1114;87;355;17;163.95;0;0.15;0.05;13.4382419;2.9567581;1
4862;1856;527;4497;149;100;0.05;0.05;13.43;-113.43;0
9336;1827;1111;1093;120;0;0.15;0.05;13.43;-1.43;0
6901;2568;586;5361;595;100;0.05;0.05;13.42;-113.42;0
9466;3350;586;6300;771.12;100;0.05;0.05;13.42;-113.42;0
8836;3143;852;6078;276.08;100;0.05;0.05;13.42;-113.42;0
4642;1444;386;3446;132.98;0;0.15;0.05;13.4;-0.102;0
3994;2450;525;149;140;0;0.15;0.05;13.38;0.62;1
7788;2811;525;5667;118.58;0;0.15;0.05;13.38;-1.522;0
6111;2301;19;556;135.36;0;0.15;0.05;13.36;0.176;1
2541;1172;323;2798;367.48;100;0.05;0.05;13.36;-113.36;0
1954;917;35;1463;182.5;0;0.15;0.05;13.35;4.9;1
3019;936;554;178;140.52;0;0.15;0.05;13.35;0.702;1
10673;3691;886;4509;201.6;0;0.15;0.05;13.35;6.81;1
5719;2037;851;4667;115.21;0;0.15;0.05;13.3429814;-1.8219814;0
8578;3034;909;5917;129.6;100;0.05;0.05;13.33;-113.33;0
11310;3881;53;5265;109.5;0;0.15;0.05;13.28;-2.33;0
8485;3031;53;5870;108.26;0;0.15;0.05;13.28;-2.454;0
10549;3566;79;1959;134.4;0;0.15;0.05;13.26;0.18;1
10402;3620;977;6674;122.78;0;0.15;0.05;13.25;-0.972;0
9288;3170;1104;5991;282;0;0.15;0.05;13.25;14.95;1
9492;1964;1117;4246;101.5;0;0.15;0.05;13.25;-3.1;0
1818;742;424;1875;215.1;0;0.15;0.05;13.24;8.27;1
9522;1926;1099;1527;325;0;0.15;0.05;13.19;19.31;1
2008;315;420;410;252;0;0.15;0.05;13.18;12.02;1
2828;1277;536;3151;124.08;0;0.15;0.05;13.18;-0.772;0
1743;635;381;1657;171;0;0.15;0.05;13.1743241;3.9256759;1
5711;2195;809;4930;103.2;0;0.15;0.05;13.1590765;-2.8390765;0
11862;3435;909;1275;129.6;0;0.15;0.05;13.15;-0.19;0
10029;3008;909;2265;129.6;0;0.15;0.05;13.15;-0.19;0
11497;3949;909;6126;129.6;100;0.05;0.05;13.15;-113.15;0
11541;3940;909;6348;129.6;100;0.05;0.05;13.15;-113.15;0
3461;1006;643;2287;139;0;0.15;0.05;13.12;0.78;1
2722;320;451;979;242.8;0;0.15;0.05;13.11;11.17;1
6231;2383;451;2159;130;0;0.15;0.05;13.11;-0.11;0
8342;2384;451;2159;111.7;0;0.15;0.05;13.11;-1.94;0
2131;970;451;2278;116.5;0;0.15;0.05;13.11;-1.46;0
6254;2216;806;2011;389.7;0;0.15;0.05;13.1;25.87;1
9024;2379;838;1424;271.1;0;0.15;0.05;13.1;14.01;1
11608;3912;1027;6613;148.14;0;0.15;0.05;13.09;1.724;1
3235;734;300;681;113.02;0;0.15;0.05;13.08;-1.778;0
11945;4089;843;7140;126.9;0;0.15;0.05;13.08;-0.39;0
8004;2807;899;1227;176;0;0.15;0.05;13.06;4.54;1
7164;2635;967;4881;190.62;0;0.15;0.05;13.05;6.012;1
8219;2948;809;5827;122.4;0;0.15;0.05;13.0450803;-0.8050803;0
6275;2389;909;283;162;100;0.05;0.05;13.02;-113.02;0
6466;2440;909;5222;162;100;0.05;0.05;13.02;-113.02;0
11052;3648;72;6613;147.6;0;0.15;0.05;13;1.76;1
7610;3381;95;17;164.34;0;0.15;0.05;13;3.434;1
2217;508;178;1329;521.4;100;0.05;0.05;13;-113;0
10005;3111;227;510;110.9;0;0.15;0.05;13;-1.91;0
1032;497;318;1010;129.6;0;0.15;0.05;13;-0.04;0
3669;1550;409;3251;150;0;0.15;0.05;13;2;1
2026;884;453;160;205.25;0;0.15;0.05;13;7.525;1
9392;2446;697;2412;144;0;0.15;0.05;13;1.4;1
5954;2066;867;556;187.2;0;0.15;0.05;13;5.72;1
5132;845;867;1657;249.6;0;0.15;0.05;13;11.96;1
4628;1786;867;1863;124.8;0;0.15;0.05;13;-0.52;0
7558;2529;867;3151;124.8;0;0.15;0.05;13;-0.52;0
5616;1843;867;4419;249.6;0;0.15;0.05;13;11.96;1
5597;2132;867;4854;249.6;100;0.05;0.05;13;-113;0
8110;2918;867;5760;187.2;0;0.15;0.05;13;5.72;1
10684;3697;867;6761;187.2;0;0.15;0.05;13;5.72;1
6472;1925;909;4581;129.6;100;0.05;0.05;13;-113;0
6727;2504;909;5294;129.6;100;0.05;0.05;13;-113;0
6891;2565;909;5355;129.6;100;0.05;0.05;13;-113;0
7710;2797;909;5647;129.6;100;0.05;0.05;13;-113;0
8914;2979;1034;1227;122.4;0;0.15;0.05;13;-0.76;0
9303;3304;1040;6216;273.72;0;0.15;0.05;13;14.372;1
9349;3315;1040;6294;251.1;0;0.15;0.05;13;12.11;1
11120;3828;1112;6889;226;0;0.15;0.05;13;9.6;1
7981;1592;825;1646;144;0;0.15;0.05;12.9839227;1.4160773;1
9082;3225;879;6186;384;100;0.05;0.05;12.96;-112.96;0
11573;3440;970;3847;127.7;0;0.15;0.05;12.96;-0.19;0
3764;1339;53;1673;159.83;0;0.15;0.05;12.95;3.033;1
6237;2237;53;2133;230.69;0;0.15;0.05;12.95;10.119;1
3504;1500;53;3735;184.5;0;0.15;0.05;12.95;5.5;1
7575;2504;53;5294;118.37;0;0.15;0.05;12.95;-1.113;0
2640;1215;308;2954;108;0;0.15;0.05;12.95;-2.15;0
2980;1350;309;550;286.8;100;0.05;0.05;12.95;-112.95;0
4017;1650;309;1173;286.8;0;0.15;0.05;12.95;15.73;1
2576;1181;309;2901;286.8;0;0.15;0.05;12.95;15.73;1
1377;801;369;789;365.12;0;0.15;0.05;12.95;23.562;1
9549;3374;909;5615;129.6;100;0.05;0.05;12.95;-112.95;0
4849;1399;815;2531;103;0;0.15;0.05;12.9;-2.6;0
9827;2841;1071;2735;172.92;0;0.15;0.05;12.8958118;4.3961882;1
8987;3189;1030;660;191;0;0.15;0.05;12.8839116;6.2160884;1
9396;2446;547;2412;129;0;0.15;0.05;12.86;0.04;1
3842;1496;750;510;111.51;0;0.15;0.05;12.86;-1.709;0
1564;676;44;1057;113.96;0;0.15;0.05;12.8584626;-1.4624626;0
9160;3246;1026;6195;172.8;0;0.15;0.05;12.8478736;4.4321264;1
9615;3225;1131;6186;200.9;0;0.15;0.05;12.84;7.25;1
1967;580;389;1500;156.69;0;0.15;0.05;12.813961;2.855039;1
1368;591;325;1490;179.04;0;0.15;0.05;12.81;5.094;1
9000;3194;909;6149;129.6;100;0.05;0.05;12.81;-112.81;0
8821;3139;325;4097;154.74;0;0.15;0.05;12.8;2.674;1
7683;2131;806;557;294.5;0;0.15;0.05;12.78;16.67;1
4777;1829;587;4445;173.38;0;0.15;0.05;12.77;4.568;1
3944;1394;512;3367;115;0;0.15;0.05;12.74;-1.24;0
11288;3242;561;6196;165.1;0;0.15;0.05;12.74;3.77;1
1293;657;300;1704;106.77;100;0.05;0.05;12.7357348;-112.7357348;0
7827;1337;189;2778;236.66;0;0.15;0.05;12.73;10.936;1
7925;2870;189;5719;100.98;0;0.15;0.05;12.73;-2.632;0
1529;262;232;334;192;0;0.15;0.05;12.73;6.47;1
8800;3130;232;6070;192;0;0.15;0.05;12.73;6.47;1
8043;2536;1033;1865;106.8;0;0.15;0.05;12.72;-2.04;0
11420;3924;909;6986;129.6;0;0.15;0.05;12.7;0.26;1
5343;1743;645;1422;181.51;0;0.15;0.05;12.68;5.471;1
1589;1849;415;180;130.8;0;0.15;0.05;12.6662058;0.4137942;1
10766;3720;157;6796;127.39;100;0.05;0.05;12.6623413;-112.6623413;0
8462;2114;967;1798;133.5;0;0.15;0.05;12.65;0.7;1
10894;3761;950;6832;105.58;0;0.15;0.05;12.6;-2.042;0
11264;2190;530;4897;122.4;0;0.15;0.05;12.57;-0.33;0
6801;2541;909;5329;162;0;0.15;0.05;12.57;3.63;1
7019;2606;909;5396;162;100;0.05;0.05;12.57;-112.57;0
6086;2295;967;4898;133.5;0;0.15;0.05;12.56;0.79;1
6372;2417;65;2876;244.1;0;0.15;0.05;12.55;11.86;1
1421;710;221;1818;117;0;0.15;0.05;12.55;-0.85;0
3581;1006;280;2287;120;0;0.15;0.05;12.55;-0.55;0
2352;1071;280;2333;108.5;0;0.15;0.05;12.55;-1.7;0
9658;2914;289;1865;128.17;0;0.15;0.05;12.55;0.267;1
2337;1052;289;2333;131.86;0;0.15;0.05;12.55;0.636;1
11286;3242;289;6196;107.03;0;0.15;0.05;12.55;-1.847;0
4739;1825;369;4068;112;0;0.15;0.05;12.55;-1.35;0
3865;262;623;334;384.5;0;0.15;0.05;12.55;25.9;1
9174;3182;727;5297;239;0;0.15;0.05;12.55;11.35;1
4091;1657;662;681;106.29;0;0.15;0.05;12.5375479;-1.9085479;0
10494;3643;196;6710;369.6;100;0.05;0.05;12.53;-112.53;0
1842;651;229;691;145.8;0;0.15;0.05;12.53;2.05;1
4586;1763;229;1412;194.4;0;0.15;0.05;12.53;6.91;1
1834;833;229;1729;140.76;0;0.15;0.05;12.53;1.546;1
4542;1624;229;3317;195.48;0;0.15;0.05;12.53;7.018;1
2707;1329;256;1775;164.16;0;0.15;0.05;12.53;3.886;1
4724;1823;523;4183;130.32;0;0.15;0.05;12.53;0.502;1
7308;2678;523;5417;139.2;0;0.15;0.05;12.53;1.39;1
9507;3270;1130;1967;126;0;0.15;0.05;12.53;0.07;1
3075;703;341;1646;255.72;0;0.15;0.05;12.52;13.052;1
1678;723;341;1673;129.64;100;0.05;0.05;12.52;-112.52;0
4149;1644;486;1761;507.6;0;0.15;0.05;12.52;38.24;1
9171;57;862;162;320.4;0;0.15;0.05;12.52;19.52;1
5953;407;545;920;134.42;0;0.15;0.05;12.5137678;0.9282322;1
5583;1275;325;1344;126.36;0;0.15;0.05;12.5;0.136;1
10631;3480;325;4097;235.02;0;0.15;0.05;12.5;11.002;1
8628;2985;453;5630;108.75;0;0.15;0.05;12.5;-1.625;0
8907;2979;663;1227;206.95;0;0.15;0.05;12.5;8.195;1
7770;2703;663;1967;111.31;0;0.15;0.05;12.5;-1.369;0
6473;1925;663;4581;125.61;0;0.15;0.05;12.5;0.061;1
6616;2404;716;5134;124;0;0.15;0.05;12.5;-0.1;0
7724;2797;716;5647;124;0;0.15;0.05;12.5;-0.1;0
8445;3034;716;5917;135.07;0;0.15;0.05;12.5;1.007;1
7734;3270;886;1967;120;0;0.15;0.05;12.5;-0.5;0
10753;3463;55;3181;184.32;0;0.15;0.05;12.4987534;5.9332466;1
6291;2290;345;1865;101.53;0;0.15;0.05;12.49;-2.337;0
7916;2870;1001;5719;83;0;0.15;0.05;12.49;-4.19;0
8355;2992;881;5830;126.5;0;0.15;0.05;12.4865607;0.1634393;1
8742;3117;941;5938;172.8;0;0.15;0.05;12.48;4.8;1
7157;2635;595;4881;233.53;0;0.15;0.05;12.45;10.903;1
5830;2254;595;4989;118;100;0.05;0.05;12.45;-112.45;0
5851;2261;595;5008;424;100;0.05;0.05;12.45;-112.45;0
7076;2315;595;5042;100;0;0.15;0.05;12.45;-2.45;0
5492;872;695;2114;198;0;0.15;0.05;12.4249413;7.3750587;1
8582;3069;643;5991;105.6;0;0.15;0.05;12.41;-1.85;0
2508;1145;416;2785;215.15;0;0.15;0.05;12.4;9.115;1
10683;3157;416;6078;123.2;0;0.15;0.05;12.3992779;-0.0792779;0
6625;737;106;1829;119.27;0;0.15;0.05;12.37;-0.443;0
5069;3371;53;1249;112.35;0;0.15;0.05;12.36;-1.125;0
5987;2297;53;5062;156.96;0;0.15;0.05;12.36;3.336;1
7752;2662;19;4416;109.82;0;0.15;0.05;12.35;-1.368;0
3050;1268;229;789;270.36;0;0.15;0.05;12.35;14.686;1
1462;296;233;940;257.4;100;0.05;0.05;12.35;-112.35;0
10091;1239;311;2461;113.55;0;0.15;0.05;12.35;-0.995;0
10671;3691;311;4509;113.57;0;0.15;0.05;12.35;-0.993;0
3767;1200;643;1285;483.36;100;0.05;0.05;12.35;-112.35;0
4360;1734;758;4011;172.8;0;0.15;0.05;12.34;4.94;1
4454;1755;799;4354;133.32;0;0.15;0.05;12.34;0.992;1
10587;3251;843;2697;159.48;0;0.15;0.05;12.32;3.628;1
11195;3608;1182;6655;129.08;0;0.15;0.05;12.3197605;0.5882395;1
8048;2381;846;2348;178.2;0;0.15;0.05;12.26;5.56;1
10518;2919;846;2348;184.8;0;0.15;0.05;12.26;6.22;1
2616;1071;443;2333;195;0;0.15;0.05;12.25;7.25;1
10759;3719;830;6718;131.68;0;0.15;0.05;12.2416294;0.9263706;1
2736;535;189;1159;153.21;0;0.15;0.05;12.13;3.191;1
1544;751;232;1892;202.56;100;0.05;0.05;12.13;-112.13;0
7173;1338;900;3285;740.02;0;0.15;0.05;12.13;61.872;1
10764;3719;693;6718;115.6;0;0.15;0.05;12.1264115;-0.5664115;0
1207;383;21;1058;403.2;100;0.05;0.05;12.11;-112.11;0
1918;905;21;1912;241.2;0;0.15;0.05;12.11;12.01;1
8084;2918;573;5760;145.49;0;0.15;0.05;12.1;2.449;1
8455;3040;462;5598;107.49;0;0.15;0.05;12.067616;-1.318616;0
11950;3311;66;6297;138.02;0;0.15;0.05;12.0491662;1.7528338;1
11011;3786;1025;5689;321.06;0;0.15;0.05;12.0292308;20.0767692;1
6927;861;66;2099;128.81;0;0.15;0.05;12.0260004;0.8549996;1
7204;1723;7;184;225.51;0;0.15;0.05;12;10.551;1
10927;3490;7;6512;413.28;0;0.15;0.05;12;29.328;1
934;35;21;160;124.8;100;0.05;0.05;12;-112;0
1286;582;21;691;368.4;0;0.15;0.05;12;24.84;1
1058;578;21;1490;510;100;0.05;0.05;12;-112;0
1374;694;21;1676;459.6;100;0.05;0.05;12;-112;0
728;401;95;533;363;100;0.05;0.05;12;-112;0
871;475;95;1258;500.16;100;0.05;0.05;12;-112;0
865;471;95;1270;408.96;100;0.05;0.05;12;-112;0
878;481;95;1287;417.18;100;0.05;0.05;12;-112;0
880;483;95;1289;382.2;100;0.05;0.05;12;-112;0
881;484;95;1290;367.55;100;0.05;0.05;12;-112;0
886;488;95;1293;407.16;100;0.05;0.05;12;-112;0
885;487;95;1296;360.6;100;0.05;0.05;12;-112;0
889;490;95;1300;416.4;100;0.05;0.05;12;-112;0
892;492;95;1303;543.96;100;0.05;0.05;12;-112;0
901;499;95;1310;392.89;100;0.05;0.05;12;-112;0
912;500;95;1313;565.8;0;0.15;0.05;12;44.58;1
1252;636;95;1609;242.76;100;0.05;0.05;12;-112;0
2407;1107;95;1613;217.07;0;0.15;0.05;12;9.707;1
1285;649;95;1699;433.2;100;0.05;0.05;12;-112;0
5412;2020;95;4421;173.94;0;0.15;0.05;12;5.394;1
6584;2360;131;5063;162;0;0.15;0.05;12;4.2;1
1814;854;151;2044;158.69;0;0.15;0.05;12;3.869;1
1550;755;294;1903;231.68;100;0.05;0.05;12;-112;0
2559;1177;350;2890;255.84;100;0.05;0.05;12;-112;0
1453;260;375;681;107.92;0;0.15;0.05;12;-1.208;0
2741;1246;403;2064;219.33;0;0.15;0.05;12;9.933;1
2123;970;453;2278;124.06;0;0.15;0.05;12;0.406;1
7591;2745;477;17;272.9;0;0.15;0.05;12;15.29;1
2417;1111;477;149;372.34;0;0.15;0.05;12;25.234;1
4767;1753;477;180;142.3;0;0.15;0.05;12;2.23;1
